operation,year,sample_label,date,julian_day,leg,lat_deg,lat_min,lat_ns,long_deg,long_min,long_EW,station,ctd,bottle,sample_code,sample_type,depth_level,depth_m,snow_cover,fsw_added_mL,total_volume_after_melting_mL,ice_corrected,sampling_person,sampling_comment,fcm_instrument,fcm_operator,file_fluo_nat,Syn_mL,Pico_mL,Pico_FSC,Pico_SSC,Pico_Chl,Nano_mL,Nano_FSC,Nano_SSC,Nano_Chl,Crypto_mL,Crypto_FSC,Crypto_SSC,Crypto_PE,Crypto_Chl,file_bact,HBact_mL,HBact_SSC,HBact_DNA,LBact_mL,LBact_SSC,LBact_DNA,Bact_mL
Ice camp,2015,IC2015_122_0-3LS,2015-05-02,122,2,67,28.774,N,63,47.398,W,,,,,ice,0-3 cm,,low,2400,2960,yes,Joannie,,FACS Canto,M. Tragin,GE15F_122_0-3LS,,0,,,,160969,1291.397,283.825,2143.964,0,,,,,GE15B_122_0-3LS,3465777,0.272,2.741,0,,,3465777
Ice camp,2015,IC2015_122_3-10HS,2015-05-02,122,2,67,28.774,N,63,47.398,W,,,,,ice,3-10 cm,,high,6000,9730,yes,Joannie,,FACS Canto,M. Tragin,GE15F_122_3-10HS_Rate97,,0,,,,6553,1500.603,103.916,1906.201,0,,,,,GE15B_122_3-10HS,159240,0.145,1.171,50984,0.012,0.055,210224
Ice camp,2015,IC2015_122_3-10LS,2015-05-02,122,2,67,28.774,N,63,47.398,W,,,,,ice,3-10 cm,,low,6000,7800,yes,Joannie,,FACS Canto,M. Tragin,GE15F_122_3-10LS,,0,,,,9322,1566.985,187.793,1702.755,0,,,,,GE15B_122_3-10LS,320551,0.194,1.655,80360,0.013,0.06,400911
Ice camp,2015,IC2015_122_UI,2015-05-04,122,2,67,28.774,N,63,47.398,W,,,,,water,underice,0,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE15f_122_UI,,874,11.777,0.825,103.331,510,376.633,15.476,836.244,10,7392.243,374.275,12.94,4253.26,GE15b_122_UI,160330,0.023,0.314,63375,0.011,0.059,223705
Ice camp,2015,IC2015_124_1m,2015-05-04,124,2,67,28.774,N,63,47.398,W,,,,,water,1.5,1.5,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE15f_124_1m,,833,20.314,0.794,134.254,915,367.841,11.912,808.599,20,1465.036,47.421,12.788,2300.286,GE15b_124_1m,185179,0.023,0.313,84929,0.011,0.057,270107
Ice camp,2015,IC2015_124_5m,2015-05-04,124,2,67,28.774,N,63,47.398,W,,,,,water,5,5,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE15f_124_5m,,1476,14.357,0.837,129.515,986,324.736,8.635,926.003,31,1518.679,103.317,18.022,2251.215,GE15b_124_5m,191804,0.023,0.315,85589,0.011,0.058,277393
Ice camp,2015,IC2015_124_20m,2015-05-04,124,2,67,28.774,N,63,47.398,W,,,,,water,20,20,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE15f_124_20m,,177,11.169,0.74,75.851,150,274.156,9.345,786.246,7,1205.282,399.041,16.464,1508.043,GE15b_124_20m,161152,0.021,0.295,83839,0.011,0.055,244991
Ice camp,2015,IC2015_124_40m,2015-05-04,124,2,67,28.774,N,63,47.398,W,,,,,water,40,40,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE15f_124_40m,,75,7.247,0.694,104.584,75,1348.787,119.918,1381.173,3,412.515,13.109,2.498,1386.999,GE15b_124_40m,148705,0.021,0.28,81884,0.01,0.054,230589
Ice camp,2015,IC2015_124_60m,2015-05-04,124,2,67,28.774,N,63,47.398,W,,,,,water,60,60,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE15f_124_60m,,61,23.811,0.746,121.724,54,720.12,53.926,1867.039,0,,,,,GE15b_124_60m,133018,0.021,0.278,74250,0.01,0.053,207268
Ice camp,2015,IC2015_124_0-3HS,2015-05-04,124,2,67,28.774,N,63,47.398,W,,,,,ice,0-3 cm,,high,2400,3200,yes,A. LeBaron,,FACS Canto,M. Tragin,GE15F_124_0-3HS,,0,,,,31918,500.216,91.376,2249.943,0,,,,,GE15B_124_0-3HS,524429,0.122,1.021,0,,,524429
Ice camp,2015,IC2015_124_0-3LS,2015-05-04,124,2,67,28.774,N,63,47.398,W,,,,,ice,0-3 cm,,low,2400,3140,yes,A. LeBaron,,FACS Canto,M. Tragin,GE15F_124_0-3LS,,0,,,,92885,1856.656,251.62,1903.953,0,,,,,GE15B_124_0-3LS,1215424,0.214,1.68,0,,,1215424
Ice camp,2015,IC2015_124_3-10HS,2015-05-04,124,2,67,28.774,N,63,47.398,W,,,,,ice,3-10 cm,,high,6000,8000,yes,A. LeBaron,,FACS Canto,M. Tragin,GE15F_124_3-10HS,,0,,,,5320,615.76,31.136,1119.052,0,,,,,GE15B_124_3-10HS,137821,0.115,0.922,80393,0.013,0.062,218214
Ice camp,2015,IC2015_124_3-10LS,2015-05-04,124,2,67,28.774,N,63,47.398,W,,,,,ice,3-10 cm,,low,6000,8063,yes,A. LeBaron,,FACS Canto,M. Tragin,GE15F_124_3-10LS,,0,,,,5251,1197.885,128.104,1498.292,0,,,,,GE15B_124_3-10LS,179960,0.173,1.436,190115,0.012,0.056,370075
Ice camp,2015,IC2015_124_UI,2015-05-06,124,2,67,28.774,N,63,47.398,W,,,,,water,underice,0,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE15f_124_inter,,1021,10.656,0.795,112.701,909,173.16,4.834,613.265,56,2111.058,200.523,12.755,2400.278,GE15b_124_inter,183554,0.023,0.32,77821,0.011,0.059,261375
Ice camp,2015,IC2015_126_1m,2015-05-06,126,2,67,28.774,N,63,47.398,W,,,,,water,1.5,1.5,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE15f_126_1m,,1393,16.7,0.823,127.481,884,413.646,10.728,990.724,39,719.923,32.072,15.504,2162.703,GE15b_126_1m,183339,0.022,0.31,81304,0.01,0.056,264643
Ice camp,2015,IC2015_126_5m,2015-05-06,126,2,67,28.774,N,63,47.398,W,,,,,water,5,5,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE15f_126_5m,,1116,13.386,0.811,121.494,656,238.064,6.096,826.417,4,24.485,11.877,6.12,1055.203,GE15b_126_5m,191732,0.022,0.318,77125,0.01,0.059,268857
Ice camp,2015,IC2015_126_20m,2015-05-06,126,2,67,28.774,N,63,47.398,W,,,,,water,20,20,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE15f_126_20m,,281,14.885,0.812,73.459,144,489.233,10.789,542.719,4,566.116,14.293,3.908,768.909,GE15b_126_20m,160464,0.02,0.285,77464,0.01,0.054,237929
Ice camp,2015,IC2015_126_40m,2015-05-06,126,2,67,28.774,N,63,47.398,W,,,,,water,40,40,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE15f_126_40m,,95,19.245,0.8,127.322,84,245.257,11.477,1241.323,0,,,,,GE15b_126_40m,152339,0.02,0.283,78205,0.01,0.054,230545
Ice camp,2015,IC2015_126_60m,2015-05-06,126,2,67,28.774,N,63,47.398,W,,,,,water,60,60,,,,,A. LeBaron,Manquant,FACS Canto,M. Tragin,GE15f_126_60m,,42,7.96,0.802,124.962,25,151.369,19.07,820.527,4,2597.941,198.43,3.168,2881.975,GE15b_126_60m,134429,0.019,0.279,70911,0.009,0.053,205339
Ice camp,2015,IC2015_126_0-3HS,2015-05-06,126,2,67,28.774,N,63,47.398,W,,,,,ice,0-3 cm,,high,2400,3400,yes,A. LeBaron,,FACS Canto,M. Tragin,GE15F_126_0-3HS,,0,,,,34514,486.26,104.393,2145.931,0,,,,,GE15B_126_0-3HS,451714,0.131,1.142,0,,,451714
Ice camp,2015,IC2015_126_0-3LS,2015-05-06,126,2,67,28.774,N,63,47.398,W,,,,,ice,0-3 cm,,low,2400,3280,yes,A. LeBaron,,FACS Canto,M. Tragin,GE15F_126_0-3LS,,0,,,,75545,996.423,214.496,1939.161,0,,,,,GE15B_126_0-3LS,809284,0.213,1.768,0,,,809284
Ice camp,2015,IC2015_126_3-10HS,2015-05-06,126,2,67,28.774,N,63,47.398,W,,,,,ice,3-10 cm,,high,6000,8081,yes,A. LeBaron,,FACS Canto,M. Tragin,GE15F_126_3-10HS,,0,,,,4083,416.713,42.321,1132.879,0,,,,,GE15B_126_3-10HS,91568,0.1,0.876,58456,0.012,0.059,150024
Ice camp,2015,IC2015_126_3-10LS,2015-05-06,126,2,67,28.774,N,63,47.398,W,,,,,ice,3-10 cm,,low,6100,7960,yes,A. LeBaron,,FACS Canto,M. Tragin,GE15F_126_3-10LS,,0,,,,5294,1366.014,141.194,1666.371,0,,,,,GE15B_126_3-10LS,147874,0.13,1.157,49674,0.012,0.065,197548
Ice camp,2015,IC2015_126_UI,2015-05-08,126,2,67,28.774,N,63,47.398,W,,,,,water,underice,0,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE15f_126_inter,,1435,13.187,0.779,130.76,646,341.209,15.749,1000.692,18,303.525,26.143,9.931,1620.527,GE15b_126_inter,190563,0.021,0.311,75643,0.01,0.059,266205
Ice camp,2015,IC2015_128_1m,2015-05-08,128,2,67,28.774,N,63,47.398,W,,,,,water,1.5,1.5,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE15f_128_1m,,881,17.727,1.109,144.187,585,401.02,21.992,1142.966,0,,,,,GE15b_128_1m,212518,0.021,0.272,68000,0.009,0.05,280518
Ice camp,2015,IC2015_128_5m,2015-05-08,128,2,67,28.774,N,63,47.398,W,,,,,water,5,5,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE15f_128_5m,,1088,19.673,0.828,132.606,595,565.837,26.85,1218.628,0,,,,,GE15b_128_5m,207598,0.022,0.277,68607,0.01,0.047,276205
Ice camp,2015,IC2015_128_20m,2015-05-08,128,2,67,28.774,N,63,47.398,W,,,,,water,20,20,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE15f_128_20m,,439,14.904,0.96,88.961,221,401.042,36.32,838.275,0,,,,,GE15b_128_20m,181598,0.022,0.282,72563,0.01,0.05,254161
Ice camp,2015,IC2015_128_40m,2015-05-08,128,2,67,28.774,N,63,47.398,W,,,,,water,40,40,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE15f_128_40m,,48,19.852,0.608,129.341,41,866.792,79.947,1609.421,0,,,,,GE15b_128_40m,145080,0.02,0.265,63723,0.009,0.049,208804
Ice camp,2015,IC2015_128_60m,2015-05-08,128,2,67,28.774,N,63,47.398,W,,,,,water,60,60,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE15f_128_60m,,27,44.217,9.497,111.853,24,238.91,11.831,1675.092,0,,,,,GE15b_128_60m,129938,0.021,0.275,62804,0.009,0.047,192741
Ice camp,2015,IC2015_128_0-3HS,2015-05-08,128,2,67,28.774,N,63,47.398,W,,,,,ice,0-3 cm,,high,2400,3250,yes,Joannie,,FACS Canto,M. Tragin,GE15F_128_0-3HS,,0,,,,99990,1677.785,209.787,2090.096,0,,,,,GE15B_128_0-3HS,1093837,0.235,2.218,0,,,1093837
Ice camp,2015,IC2015_128_0-3LS,2015-05-08,128,2,67,28.774,N,63,47.398,W,,,,,ice,0-3 cm,,low,2400,3100,yes,Joannie,,FACS Canto,M. Tragin,GE15F_128_0-3LS,,0,,,,124944,2463.495,296.607,2754.941,0,,,,,GE15B_128_0-3LS,1719946,0.191,1.652,252270,0.012,0.056,1972217
Ice camp,2015,IC2015_128_3-10HS,2015-05-08,128,2,67,28.774,N,63,47.398,W,,,,,ice,3-10 cm,,high,6000,8015,yes,Joannie,,FACS Canto,M. Tragin,GE15F_128_3-10HS,,0,,,,4688,1037.901,55.94,1067.609,0,,,,,GE15B_128_3-10HS,304114,0.108,1.009,0,,,304114
Ice camp,2015,IC2015_128_3-10LS,2015-05-08,128,2,67,28.774,N,63,47.398,W,,,,,ice,3-10 cm,,low,6000,8000,yes,Joannie,,FACS Canto,M. Tragin,GE15F_128_3-10LS,,0,,,,6543,2186.343,174.466,1899.705,0,,,,,GE15B_128_3-10LS,421107,0.169,1.487,219786,0.012,0.054,640893
Ice camp,2015,IC2015_128_UI,2015-05-12,128,2,67,28.774,N,63,47.398,W,,,,,water,underice,0,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE15f_128_inter,,0,,,,1490,174.587,6.756,479.69,0,,,,,GE15b_128_inter,201214,0.019,0.267,66393,0.01,0.047,267607
Ice camp,2015,IC2015_132_1m,2015-05-12,132,2,67,28.774,N,63,47.398,W,,,,,water,1.5,1.5,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE15f_132_1m,,427,13.641,1.094,110.594,317,882.484,36.884,1149.963,0,,,,,GE15b_132_1m,224651,0.027,0.328,74953,0.01,0.056,299604
Ice camp,2015,IC2015_132_5m,2015-05-12,132,2,67,28.774,N,63,47.398,W,,,,,water,5,5,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE15f_132_5m,,380,15.384,0.763,127.518,283,473.957,6.774,878.464,0,,,,,GE15b_132_5m,214358,0.023,0.296,72943,0.01,0.056,287302
Ice camp,2015,IC2015_132_20m,2015-05-12,132,2,67,28.774,N,63,47.398,W,,,,,water,20,20,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE15f_132_20m,,257,19.771,3.786,84.377,203,659.821,34.035,698.295,0,,,,,GE15b_132_20m,190981,0.023,0.296,77755,0.01,0.054,268736
Ice camp,2015,IC2015_132_40m,2015-05-12,132,2,67,28.774,N,63,47.398,W,,,,,water,40,40,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE15f_132_40m,,107,22.029,1.209,107.746,53,1400.147,33.73,1290.132,0,,,,,GE15b_132_40m,169660,0.024,0.294,69925,0.009,0.054,239585
Ice camp,2015,IC2015_132_60m,2015-05-12,132,2,67,28.774,N,63,47.398,W,,,,,water,60,60,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE15f_132_60m,,27,28.204,0.637,104.181,37,2542.716,152.116,2017.186,0,,,,,GE15b_132_60m,150179,0.023,0.291,71236,0.009,0.053,221415
Ice camp,2015,IC2015_132_0-3HS,2015-05-12,132,2,67,28.774,N,63,47.398,W,,,,,ice,0-3 cm,,high,2400,3153,yes,A. LeBaron,,FACS Canto,M. Tragin,GE15F_132_0-3HS,,0,,,,75975,1347.693,185.555,2122.68,0,,,,,GE15B_132_0-3HS,968302,0.187,1.499,0,,,968302
Ice camp,2015,IC2015_132_0-3LS,2015-05-12,132,2,67,28.774,N,63,47.398,W,,,,,ice,0-3 cm,,low,2400,3250,yes,A. LeBaron,,FACS Canto,M. Tragin,GE15F_132_0-3LS,,0,,,,115402,2103.283,233.393,1788.112,0,,,,,GE15B_132_0-3LS\,1122820,0.212,1.522,149118,0.013,0.059,1271938
Ice camp,2015,IC2015_132_3-10HS,2015-05-12,132,2,67,28.774,N,63,47.398,W,,,,,ice,3-10 cm,,high,6000,7996,yes,A. LeBaron,,FACS Canto,M. Tragin,GE15F_132_3-10HS,,0,,,,6043,1336.092,79.259,888.192,0,,,,,GE15B_132_3-10HS,189570,0.12,0.981,0,,,189570
Ice camp,2015,IC2015_132_3-10LS,2015-05-12,132,2,67,28.774,N,63,47.398,W,,,,,ice,3-10 cm,,low,6000,7998,yes,A. LeBaron,,FACS Canto,M. Tragin,GE15F_132_3-10LS,,0,,,,6342,1820.77,168.822,1495.985,0,,,,,GE15B_132_3-10LS,230745,0.15,1.286,0,,,230745
Ice camp,2015,IC2015_132_UI,2015-05-14,132,2,67,28.774,N,63,47.398,W,,,,,water,underice,0,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE15f_132_inter,,433,14.715,0.809,118.972,267,652.9,23.653,1231.588,0,,,,,GE15b_132_inter,213613,0.021,0.291,77208,0.01,0.055,290821
Ice camp,2015,IC2015_134_1m,2015-05-14,134,2,67,28.774,N,63,47.398,W,,,,,water,1.5,1.5,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE15f_134_1m,,940,13.154,0.867,124.611,410,618.328,13.587,1001.728,0,,,,,GE15b_134_1m,241245,0.026,0.324,84736,0.01,0.058,325981
Ice camp,2015,IC2015_134_5m,2015-05-14,134,2,67,28.774,N,63,47.398,W,,,,,water,5,5,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE15f_134_5m,,817,17.01,0.856,122.215,377,679.919,15.11,930.866,0,,,,,GE15b_134_5m,248349,0.025,0.315,82217,0.01,0.058,330566
Ice camp,2015,IC2015_134_20m,2015-05-14,134,2,67,28.774,N,63,47.398,W,,,,,water,20,20,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE15f_134_20m,,247,31.79,1.032,127.478,113,666.296,32.46,934.96,0,,,,,GE15b_134_20m,221132,0.022,0.297,77321,0.01,0.057,298453
Ice camp,2015,IC2015_134_40m,2015-05-14,134,2,67,28.774,N,63,47.398,W,,,,,water,40,40,,,,,A. LeBaron,Échantillon dégelé quelques minutes au cours du tri,FACS Canto,M. Tragin,GE15f_134_40m,,93,79.032,3.589,119.584,60,641.78,42.728,1096.818,0,,,,,GE15b_134_40m,182217,0.025,0.299,76481,0.009,0.053,258698
Ice camp,2015,IC2015_134_60m,2015-05-14,134,2,67,28.774,N,63,47.398,W,,,,,water,60,60,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE15f_134_60m,,57,15.189,0.692,89.913,30,3251.942,226.584,1019.02,0,,,,,GE15b_134_60m,141981,0.023,0.295,70660,0.009,0.052,212642
Ice camp,2015,IC2015_134_0-3HS,2015-05-14,134,2,67,28.774,N,63,47.398,W,,,,,ice,0-3 cm,,high,2400,3080,yes,A. LeBaron,,FACS Canto,M. Tragin,GE15F_134_0-3HS,,0,,,,81545,1260.515,160.972,2485.564,0,,,,,GE15B_134_0-3HS,1070599,0.163,1.337,0,,,1070599
Ice camp,2015,IC2015_134_0-3LS,2015-05-14,134,2,67,28.774,N,63,47.398,W,,,,,ice,0-3 cm,,low,2400,3115,yes,A. LeBaron,,FACS Canto,M. Tragin,GE15F_134_0-3LS,,0,,,,127256,1173.791,244.589,2349.811,0,,,,,GE15B_134_0-3LS,1518212,0.198,1.505,0,,,1518212
Ice camp,2015,IC2015_134_3-10HS,2015-05-14,134,2,67,28.774,N,63,47.398,W,,,,,ice,3-10 cm,,high,6000,8220,yes,A. LeBaron,,FACS Canto,M. Tragin,GE15F_134_3-10HS,,0,,,,7380,691.596,84.483,1269.707,0,,,,,GE15B_134_3-10HS,236576,0.119,0.997,0,,,236576
Ice camp,2015,IC2015_134_3-10LS,2015-05-14,134,2,67,28.774,N,63,47.398,W,,,,,ice,3-10 cm,,low,6000,8220,yes,A. LeBaron,,FACS Canto,M. Tragin,GE15F_134_3-10LS,,0,,,,8843,2969.708,222.097,2038.519,0,,,,,GE15B_134_3-10LS,317341,0.14,1.139,0,,,317341
Ice camp,2015,IC2015_134_UI,2015-05-16,134,2,67,28.774,N,63,47.398,W,,,,,water,underice,0,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE15f_134_inter,,760,13.887,0.801,142.73,443,335.388,12.051,1076.235,0,,,,,GE15b_134_inter,235481,0.022,0.307,78896,0.01,0.057,314377
Ice camp,2015,IC2015_136_1m,2015-05-16,136,2,67,28.774,N,63,47.398,W,,,,,water,1.5,1.5,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE136F_1M,,745,13.401,0.902,102.02,401,883.984,29.403,1130.909,0,,,,,GE136B_1M,202089,0.024,0.291,63196,0.01,0.05,265286
Ice camp,2015,IC2015_136_5m,2015-05-16,136,2,67,28.774,N,63,47.398,W,,,,,water,5,5,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE136F_5M,,546,16.624,1.214,140.27,280,1066.51,46.418,1175.412,0,,,,,GE136B_5M,201205,0.026,0.292,82295,0.011,0.055,283500
Ice camp,2015,IC2015_136_20m,2015-05-16,136,2,67,28.774,N,63,47.398,W,,,,,water,20,20,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE136F_20M,,209,22.028,1.009,87.729,92,1104.74,63.768,1127.22,0,,,,,GE136B_20M,188902,0.022,0.275,80063,0.011,0.053,268964
Ice camp,2015,IC2015_136_40m,2015-05-16,136,2,67,28.774,N,63,47.398,W,,,,,water,40,40,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE136F_40M,,145,102.829,4.899,128.987,74,1691.119,82.099,1459.271,0,,,,,GE136B_40M,160482,0.024,0.28,78866,0.011,0.052,239348
Ice camp,2015,IC2015_136_60m,2015-05-16,136,2,67,28.774,N,63,47.398,W,,,,,water,60,60,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE136F_60M,,71,16.34,1.048,136.642,43,866.683,15.793,949.14,0,,,,,GE136B_60M,152286,0.029,0.302,75527,0.011,0.051,227813
Ice camp,2015,IC2015_136_0-3HS,2015-05-16,136,2,67,28.774,N,63,47.398,W,,,,,ice,0-3 cm,,high,2400,3350,yes,Marie-Hélène,,FACS Canto,M. Tragin,GE136F_0-3HS,,0,,,,51519,692.484,104.797,2395.706,0,,,,,GE136B_0-3HS,652841,0.2,1.241,0,,,652841
Ice camp,2015,IC2015_136_0-3LS,2015-05-16,136,2,67,28.774,N,63,47.398,W,,,,,ice,0-3 cm,,low,2400,3500,yes,Marie-Hélène,,FACS Canto,M. Tragin,GE136F_0-3LS,,0,,,,75472,1378.812,254.359,2465.332,0,,,,,GE136B_0-3LS,1031847,0.216,1.662,0,,,1031847
Ice camp,2015,IC2015_136_3-10HS,2015-05-16,136,2,67,28.774,N,63,47.398,W,,,,,ice,3-10 cm,,high,6000,8217,yes,Marie-Hélène,Manquant,FACS Canto,M. Tragin,GE136F_3-10HS,,0,,,,3996,971.324,63.229,1234.52,0,,,,,GE136B_3-10HS,189190,0.186,0.93,0,,,189190
Ice camp,2015,IC2015_136_3-10LS,2015-05-16,136,2,67,28.774,N,63,47.398,W,,,,,ice,3-10 cm,,low,6000,8350,yes,Marie-Hélène,,FACS Canto,M. Tragin,GE136F_3-10LS,,0,,,,4738,2192.605,163.683,1402.819,0,,,,,GE136B_3-10LS,245265,0.194,1.08,0,,,245265
Ice camp,2015,IC2015_136_UI,2015-05-18,136,2,67,28.774,N,63,47.398,W,,,,,water,underice,0,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE15f_136_inter,,730,13.69,0.823,136.017,317,613.597,27.52,1092.479,0,,,,,GE15b_136_inter,218142,0.022,0.306,295485,0.01,0.057,513626
Ice camp,2015,IC2015_138_1m,2015-05-18,138,3,67,28.774,N,63,47.398,W,,,,,water,1.5,1.5,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE138F_1M,,867,13.277,0.844,101.921,537,408.584,16.614,593.095,0,,,,,GE138B_1M,220098,0.025,0.284,67830,0.01,0.049,287929
Ice camp,2015,IC2015_138_5m,2015-05-18,138,3,67,28.774,N,63,47.398,W,,,,,water,5,5,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE138F_5M,,717,20.997,1.492,91.62,413,721.216,35.253,878.007,0,,,,,GE138B_5M,174250,0.023,0.3,48063,0.01,0.05,222313
Ice camp,2015,IC2015_138_20m,2015-05-18,138,3,67,28.774,N,63,47.398,W,,,,,water,20,20,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE138F_20M,,193,18.295,1.414,100.887,133,1429.409,86.998,961.28,0,,,,,GE138B_20M,207848,0.021,0.257,57536,0.01,0.047,265384
Ice camp,2015,IC2015_138_40m,2015-05-18,138,3,67,28.774,N,63,47.398,W,,,,,water,40,40,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE138F_40M,,193,34.454,1.698,113.119,117,508.509,37.946,1059.908,0,,,,,GE138B_40M,199357,0.022,0.262,56170,0.009,0.046,255527
Ice camp,2015,IC2015_138_60m,2015-05-18,138,3,67,28.774,N,63,47.398,W,,,,,water,60,60,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE138F_60M,,120,8.554,0.87,107.096,67,1833.341,71.836,2036.306,0,,,,,GE138B_60M,190402,0.026,0.276,59054,0.01,0.048,249455
Ice camp,2015,IC2015_138_0-3HS,2015-05-18,138,3,67,28.774,N,63,47.398,W,,,,,ice,0-3 cm,,high,2400,3210,yes,A. LeBaron,,FACS Canto,M. Tragin,GE138F_0-3HS_Rate100,,0,,,,32219,1324.834,132.817,3002.989,0,,,,,GE138B_0-3HS,382426,0.162,0.988,0,,,382426
Ice camp,2015,IC2015_138_0-3LS,2015-05-18,138,3,67,28.774,N,63,47.398,W,,,,,ice,0-3 cm,,low,2400,3200,yes,A. LeBaron,,FACS Canto,M. Tragin,GE138F_0-3LS,,0,,,,88267,1393.463,173.188,2420.554,0,,,,,GE138B_0-3LS,1007571,0.208,1.562,0,,,1007571
Ice camp,2015,IC2015_138_3-10HS,2015-05-18,138,3,67,28.774,N,63,47.398,W,,,,,ice,3-10 cm,,high,6100,8123,yes,A. LeBaron,,FACS Canto,M. Tragin,GE138F_3-10HS,,0,,,,6893,820.22,49.586,1791.697,0,,,,,GE138B_3-10HS,213888,0.121,0.853,184741,0.01,0.056,398628
Ice camp,2015,IC2015_138_3-10LS,2015-05-18,138,3,67,28.774,N,63,47.398,W,,,,,ice,3-10 cm,,low,6100,8028,yes,A. LeBaron,,FACS Canto,M. Tragin,GE138F_3-10LS,,0,,,,6523,1054.564,83.833,1136.21,0,,,,,GE138B_3-10LS,255857,0.125,0.9,0,,,255857
Ice camp,2015,IC2015_138_UI,2015-05-20,138,3,67,28.774,N,63,47.398,W,,,,,water,underice,0,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE138F_Inter,,737,12.073,0.961,119.673,490,333.558,19.633,1007.935,0,,,,,GE138B_INTER,216313,0.021,0.283,74973,0.01,0.054,291286
Ice camp,2015,IC2015_140_1m,2015-05-20,140,3,67,28.774,N,63,47.398,W,,,,,water,1.5,1.5,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE140F_1M,,710,12.918,1.522,109.834,340,395.403,21.167,756.952,0,,,,,GE140B_1M,215259,0.024,0.3,70946,0.01,0.054,286205
Ice camp,2015,IC2015_140_5m,2015-05-20,140,3,67,28.774,N,63,47.398,W,,,,,water,5,5,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE140F_5M,,750,11.644,0.85,119.639,337,355.452,17.016,886.223,0,,,,,GE140B_5M,222893,0.021,0.281,76393,0.01,0.052,299286
Ice camp,2015,IC2015_140_20m,2015-05-20,140,3,67,28.774,N,63,47.398,W,,,,,water,20,20,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE140F_20M,,513,12.576,0.84,128.292,257,396.181,21.07,809.85,0,,,,,GE140B_20M,238634,0.021,0.281,64652,0.01,0.051,303286
Ice camp,2015,IC2015_140_40m,2015-05-20,140,3,67,28.774,N,63,47.398,W,,,,,water,40,40,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE140F_40M,,287,15.304,1.631,117.891,153,472.723,29.241,768.815,0,,,,,GE140B_40M,209455,0.022,0.271,67080,0.01,0.049,276536
Ice camp,2015,IC2015_140_60m,2015-05-20,140,3,67,28.774,N,63,47.398,W,,,,,water,60,60,,,,,A. LeBaron,,FACS Canto,M. Tragin,GE140F_60M,,183,13.268,0.702,111.668,130,847.601,47.21,928.939,0,,,,,GE140B_60M,191179,0.022,0.266,64134,0.01,0.05,255313
Ice camp,2015,IC2015_140_0-3HS,2015-05-20,140,3,67,28.774,N,63,47.398,W,,,,,ice,0-3 cm,,high,3600,4840,yes,A. LeBaron,,FACS Canto,M. Tragin,GE140F_0-3HS,,1795,66.837,4.83,61.861,7312,3586.586,170.461,3193.17,0,,,,,GE140B_0-3HS,302814,0.11,0.677,132187,0.01,0.062,435001
